,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,predtest,Residual,,
3821,6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5,5.753649955,0.753649955,,
3825,7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7,6.241230809,-0.758769191,,
3827,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,6.224750664,0.224750664,,
3828,5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5,5.988837788,0.988837788,,
3840,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,5.016356795,0.016356795,,
3843,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6,6.256812787,0.256812787,,
3844,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7,7.013069911,0.013069911,,
3847,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,6.81305669,0.81305669,,
3848,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,5.663270229,0.663270229,,
3857,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,6.598050548,0.598050548,,
3858,5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6,6.098979485,0.098979485,,
3859,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6,6.866171857,0.866171857,,
3860,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,5.495125678,0.495125678,,
3867,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,6.31654873,0.31654873,,
3878,7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5,6.06515947,1.06515947,,
3882,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,5.565875989,-0.434124011,,
3883,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,5.931006582,0.931006582,,
3888,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,6.554849278,0.554849278,,
3892,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,5.931006582,0.931006582,,
3894,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,5.067800648,0.067800648,,
3898,7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6,6.374153599,0.374153599,,
3900,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,6.201484339,1.201484339,,
3909,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,6.029060651,-0.970939349,,
3910,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,6.029060651,-0.970939349,,
3925,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,5.410269774,0.410269774,,
3926,8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,5,5.667866036,0.667866036,,
3933,6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8,6.561286971,-1.438713029,,
3934,8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4,6.04769506,2.04769506,,
3940,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,6.241872043,0.241872043,,
3944,6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,6,5.734601457,-0.265398543,,
3946,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,6.241872043,0.241872043,,
3951,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,5.22708423,0.22708423,,
3966,7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4,5.894957199,1.894957199,,
3970,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,6.039283245,0.039283245,,
3971,6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7,6.015482875,-0.984517125,,
3972,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,6.039283245,0.039283245,,
3984,5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,6,5.813208551,-0.186791449,,
3986,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,6.216213116,0.216213116,,
3989,6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6,6.300042802,0.300042802,,
3990,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,6.216213116,0.216213116,,
3991,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,6.128099709,0.128099709,,
3998,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,6.651553365,-0.348446635,,
4004,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,6.404146926,0.404146926,,
4007,5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,6.646661516,0.646661516,,
4008,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,5.092203048,0.092203048,,
4009,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,5.53753619,-0.46246381,,
4011,7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6,6.297502339,0.297502339,,
4012,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,6.651553365,-0.348446635,,
4014,6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,5.526632472,-0.473367528,,
4018,5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6,6.195818936,0.195818936,,
4019,6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,5.557953439,-0.442046561,,
4021,6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4,4.697214244,0.697214244,,
4026,6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6,6.613155183,0.613155183,,
4030,6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6,6.225808466,0.225808466,,
4035,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,5.731940662,0.731940662,,
4042,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,5.654655408,0.654655408,,
4045,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,5.57577059,-1.42422941,,
4060,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,6.334065199,0.334065199,,
4063,7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6,5.845449866,-0.154550134,,
4068,6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5,5.694346797,0.694346797,,
4069,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,6.185730529,0.185730529,,
4070,6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6,6.196731541,0.196731541,,
4071,6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5,5.713323118,0.713323118,,
4074,6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5,4.691472902,-0.308527098,,
4077,7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5,5.584470447,0.584470447,,
4079,5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,6,6.045415767,0.045415767,,
4080,5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6,5.585688374,-0.414311626,,
4083,5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6,6.080105439,0.080105439,,
4086,7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6,6.070672009,0.070672009,,
4097,8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5,5.343986054,0.343986054,,
4101,6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6,6.06555789,0.06555789,,
4102,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,5.658736297,0.658736297,,
4104,5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7,6.269514893,-0.730485107,,
4112,5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6,6.290421043,0.290421043,,
4114,6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6,6.411806346,0.411806346,,
4123,6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6,5.185609264,-0.814390736,,
4126,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5,5.897423435,0.897423435,,
4127,6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5,5.887785915,0.887785915,,
4129,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5,6.182456433,1.182456433,,
4133,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,5.508977529,0.508977529,,
4142,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,6.058588245,0.058588245,,
4152,7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,6,6.643089841,0.643089841,,
4154,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5,5.385837646,0.385837646,,
4158,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,5.461319237,-1.538680763,,
4162,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,5.461319237,-1.538680763,,
4164,7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,5,5.662996927,0.662996927,,
4166,6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7,6.307000876,-0.692999124,,
4167,5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7,6.444353365,-0.555646635,,
4173,6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6,6.049373512,0.049373512,,
4178,6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6,6.105213818,0.105213818,,
4183,7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6,5.514614956,-0.485385044,,
4189,5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6,5.997880006,-0.002119994,,
4191,7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6,6.352044847,0.352044847,,
4192,7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,5,6.016888239,1.016888239,,
4198,6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5,5.579155768,0.579155768,,
4201,8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6,6.398969806,0.398969806,,
4209,5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6,6.300472946,0.300472946,,
4212,7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6,5.588496286,-0.411503714,,
4213,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4,4.97888777,0.97888777,,
4217,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,5.388660675,0.388660675,,
4218,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4,4.921572846,0.921572846,,
4229,6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6,5.806106273,-0.193893727,,
4230,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,5.97413914,-0.02586086,,
4231,6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,6,5.66811802,-0.33188198,,
4232,7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6,6.359226436,0.359226436,,
4233,6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6,6.154956122,0.154956122,,
4238,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5,6.039262676,1.039262676,,
4239,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,5.700172249,0.700172249,,
4242,6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6,6.188216193,0.188216193,,
4245,7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5,5.442675813,0.442675813,,
4246,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5,5.452623529,0.452623529,,
4249,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,6.277812754,0.277812754,,
4258,5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,5,6.136247073,1.136247073,,
4268,6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7,6.49264257,-0.50735743,,
4269,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6,6.399054084,0.399054084,,
4281,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,5.681235089,-0.318764911,,
4282,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,6.035951751,1.035951751,,
4288,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,5.525300459,0.525300459,,
4304,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,6.554900987,0.554900987,,
4309,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6,6.375774019,0.375774019,,
4311,5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6,5.801045199,-0.198954801,,
4314,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6,6.306873707,0.306873707,,
4322,6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,6,5.90386727,-0.09613273,,
4329,6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5,5.870584378,0.870584378,,
4333,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,5.525894495,-2.474105505,,
4334,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,5.525894495,-2.474105505,,
4335,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,5.525894495,-2.474105505,,
4336,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,5.525894495,-2.474105505,,
4337,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,5.525894495,-2.474105505,,
4340,6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8,5.91088136,-2.08911864,,
4342,7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.03333333,6,5.954917928,-0.045082072,,
4346,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6,6.198159076,0.198159076,,
4349,7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,6,5.469201802,-0.530798198,,
4354,7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,6,6.157987152,0.157987152,,
4357,6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.53333333,5,5.937415639,0.937415639,,
4363,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,6.537985253,0.537985253,,
4365,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,5.998868796,-0.001131204,,
4366,6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,5,5.488649981,0.488649981,,
4368,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,5.539354317,0.539354317,,
4369,6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6,5.913354291,-0.086645709,,
4373,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,6,6.087562153,0.087562153,,
4374,6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6,6.420378586,0.420378586,,
4375,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5,5.311579934,0.311579934,,
4377,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5,5.208561311,0.208561311,,
4382,6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,6,6.201073919,0.201073919,,
4384,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,6.650890015,0.650890015,,
4387,6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6,6.241500384,0.241500384,,
4391,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,5.690891647,0.690891647,,
4395,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6,6.446289374,0.446289374,,
4396,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,5.835968642,0.835968642,,
4397,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,5.923793963,0.923793963,,
4400,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,5.835968642,0.835968642,,
4407,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7,6.566260098,-0.433739902,,
4415,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,6.426529094,-0.573470906,,
4422,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,5.667844755,-0.332155245,,
4425,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,5.667844755,-0.332155245,,
4427,6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,6,5.776484724,-0.223515276,,
4428,6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,5,5.739367948,0.739367948,,
4430,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6,6.039523175,0.039523175,,
4440,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5,5.156955311,0.156955311,,
4449,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,5,5.689897054,0.689897054,,
4451,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6,6.098788332,0.098788332,,
4459,6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,7,6.519321792,-0.480678208,,
4461,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,5.730234157,-0.269765843,,
4463,7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6,6.565622841,0.565622841,,
4464,6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,6,6.34867696,0.34867696,,
4467,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5,5.912719591,0.912719591,,
4469,6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6,6.301123684,0.301123684,,
4470,6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6,6.111347945,0.111347945,,
4472,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6,6.573183763,0.573183763,,
4473,7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5,5.98521572,0.98521572,,
4477,6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6,6.749200827,0.749200827,,
4484,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4,5.230276106,1.230276106,,
4490,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,6.260749235,0.260749235,,
4495,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,6.184468691,0.184468691,,
4497,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,6.184468691,0.184468691,,
4511,6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,6,6.894167288,0.894167288,,
4513,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6,6.46430606,0.46430606,,
4514,6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,6,5.906687684,-0.093312316,,
4524,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,5,6.096029359,1.096029359,,
4525,6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6,6.148856983,0.148856983,,
4526,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6,6.457386333,0.457386333,,
4528,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,5.736939348,-0.263060652,,
4529,6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6,4.826538448,-1.173461552,,
4530,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,5.513495402,-0.486504598,,
4536,7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6,5.512412244,-0.487587756,,
4547,6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,6,6.561376217,0.561376217,,
4549,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,5.808217808,0.808217808,,
4551,6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6,5.931744924,-0.068255076,,
4554,5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,6.84391553,0.84391553,,
4555,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,6.62646834,0.62646834,,
4557,6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5,6.485056384,1.485056384,,
4564,5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7,6.147153788,-0.852846212,,
4565,7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7,6.096138244,-0.903861756,,
4569,6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,6,5.986862417,-0.013137583,,
4570,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6,5.45296143,-0.54703857,,
4574,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,6,6.520257953,0.520257953,,
4575,6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,7,7.223210588,0.223210588,,
4580,6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6,5.774415019,-0.225584981,,
4581,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,5.457123462,-0.542876538,,
4584,6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,6,5.495882726,-0.504117274,,
4586,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,6,6.67654354,0.67654354,,
4587,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,6.407893957,0.407893957,,
4589,6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,5,6.020752001,1.020752001,,
4590,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,6.407893957,0.407893957,,
4596,7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,6,5.894306264,-0.105693736,,
4600,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,7,6.355356085,-0.644643915,,
4601,8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,5.678673388,-0.321326612,,
4603,6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,6,5.712908634,-0.287091366,,
4611,5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,6,5.435892559,-0.564107441,,
4613,5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5,5.57262715,0.57262715,,
4614,5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5,5.678813469,0.678813469,,
4616,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.26666667,7,5.967525798,-1.032474202,,
4617,7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5,5.798517799,0.798517799,,
4624,6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6,6.485853127,0.485853127,,
4632,6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,7,6.093237334,-0.906762666,,
4634,6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6,6.095454148,0.095454148,,
4653,6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,5,5.296544954,0.296544954,,
4654,6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8,7,6.444497077,-0.555502923,,
4657,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,7,6.313853093,-0.686146907,,
4658,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11,7,6.318836724,-0.681163276,,
4665,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.13333333,7,6.225509769,-0.774490231,,
4666,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,6.873865807,0.873865807,,
4668,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,7,6.228001584,-0.771998416,,
4669,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,7,6.173947665,-0.826052335,,
4670,5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,5,5.663136792,0.663136792,,
4679,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6,5.532544743,-0.467455257,,
4682,5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,6,6.540201582,0.540201582,,
4688,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,5.516272856,-0.483727144,,
4690,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,5.516272856,-0.483727144,,
4695,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,5.829298222,-1.170701778,,
4709,7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,6,5.849094311,-0.150905689,,
